read_id,n_framework_deviations,has_length_variant_region
f272eff5-224d-45e0-917d-ad9f26f61707,1,True
09da769e-a0a8-49e0-a20d-551893f2f6d9,1,True
d77996ce-ac78-4fb1-aae5-3d6f9d580882,1,True
7abe90fe-3c88-45f3-886c-78c275dcf7f0,2,False
fc01a6ed-bc55-461e-8dea-7cfa95453ffa,2,False
cd3a9275-6044-4fbf-a715-3e0b43f74378,0,True
2588aa9f-33ee-4b06-be4b-b51b4679f510,1,False
01da4cd3-bbf3-49b7-bc71-5c52d9933641,2,True
58744898-5f0b-4e79-ae73-5cd157a65fd6,1,True
b4f6418f-e2c4-41c5-9e8f-9da114511748,1,True
0871c373-6d46-4dc0-aa9b-a4ba4363b827,1,False
81288310-a94b-4d47-b4b9-db88629926c1,2,True
b27d567c-902c-4bb5-96b8-fbe6125f2c7c,2,False
6c0c13bb-f4ca-446f-b244-7b1ebb3a08ff,1,True
2c9af453-27de-4a6a-9f75-e0b22db8e127,1,True
c1992203-b75f-4139-a83e-6e93a29284ed,1,True
9b8f7f00-9988-403c-835a-bc0089554fb5,1,True
78d8dc32-383b-4469-8a8a-abfffd36f696,0,True
1ec7a13d-443c-4275-8d1b-39396d64778f,5,True
b4eda7b0-8077-44fa-84d0-16ee266c7acd,0,True
f4945594-baf4-4446-95cb-1239b6c7e071,2,False
52ca9ab9-5263-4452-968d-cf5c3f4f912e,3,False
3331ab3b-39c4-4af7-8ed2-75e1d0c107cf,0,True
835ea485-2ded-4d48-8da5-90ea9e7cc086,0,True
e5bc5e2f-2656-4fe7-8708-f0bbecbab793,1,True
9b7bce58-1cb9-452b-b2e5-1180f4c7ce79,1,False
1f102f93-7fc3-4354-8cca-2d379d79ac86,1,True
d67fe9a0-c8fc-4a70-a0e1-c1e1dd672d08,2,False
ab6a917a-c6ff-42c4-8869-ea12139db8da,0,True
fee82aa6-3795-4456-82e8-3b86bcfcc413,14,True
81809468-7a48-4329-822a-6d257f794f71,0,True
f525b5e1-bd98-46e2-89f8-d8f88d2c8142,1,True
830339e3-58bb-4732-870d-41e003335fb3,1,True
e8d10790-1cdd-4140-9f88-6b2159d4d64a,4,False
89b1ed58-70bc-49e7-bf3e-c18193219dc0,2,False
578e48d1-47cd-47be-9fe7-dbd7bd75056d,0,True
58eb628a-c7e0-466d-b3a9-a812a8c8237a,3,False
458de708-89a5-47bd-a640-c8aadbeac780,1,False
aa12defb-2402-41fa-aa88-687bb97c85af,0,True
9241667d-4469-435b-b68e-63997d0935dc,10,True
bb6a66d1-4110-4226-9ce2-aaa79f844ff2,0,True
31ca6222-3fd5-4a7f-9229-9d5aabc86a12,0,True
e84e51ce-ce9c-4520-93db-c0c7d2afbddf,1,True
8b1a0937-9c2d-4347-9b30-607d815a4fd4,1,False
0e0f7841-e170-4f88-b77d-6793234a3630,0,True
47b58280-6b0f-44a8-a1ff-b00957250ef0,1,False
cfe19c51-5d00-49e3-b9a3-bb9af6e201c1,2,True
4b924e3d-7387-4964-8414-b5ba6c39b272,0,True
5780ccef-f642-4cc8-b568-89778f805b77,2,False
c21d5905-7e5a-46cd-b0c3-2f263a73c1c2,1,False
7b74d52c-eed2-4cf9-a02e-27da269ede57,0,False
5265e779-b9a1-4f38-9c55-1a9194f92573,0,True
685499b1-b165-44e6-b881-2df89a761c4c,2,False
c2ef5c3c-4b0f-4b52-b4da-537d4a688d31,0,True
aa709ae2-712c-41cf-94ad-3f2dfbdbd677,2,False
0be717e6-7105-49eb-bf58-b5a08d3c3d11,2,True
49a1a628-bf81-4f10-9547-d1ef7137e2da,2,True
f7772b42-d413-40e4-9148-4f93ddea65f0,1,True
c62dc547-1cbc-4db9-9456-546748d4f5cb,4,True
1838265e-31f4-4c1f-941b-e9d64d49cae2,3,False
1c2ce094-b6ed-4657-9313-cbd24df7496c,1,True
46dbcd92-32cb-443e-b913-737e04b21472,2,True
204c64eb-c11e-46f9-86ff-3ea80a42f074,1,True
e4a08628-16e5-49a9-9e34-bfb4564a04ef,4,False
24eb4fe8-c7ac-4aa9-9b92-10d1808c47e3,0,True
99c18e66-8a04-4467-8ad2-71902b96d6b8,1,True
feb86c24-e48b-4b7b-af42-b904c9c87835,1,True
bf3670c5-c8ce-472f-a90a-2c226e12c1ad,1,True
6acbc489-7728-44f1-aa27-9fbe524c8038,7,False
c9e63182-6751-4a32-a234-90520768792c,6,False
9c2550ab-e413-47b3-a6a5-c151400be182,1,True
dc6aea30-40f0-4fdb-94ae-0674a6b61ab3,4,True
73fd48e2-537c-4404-b415-d66210433a21,2,False
32a69514-19b0-4ba9-8a52-ee70c969ec97,1,True
24a94fde-9e82-4340-8865-2939bfe46457,8,True
aaa0557e-104c-4fc2-8b56-f38a2cbb273f,0,True
fa2acdbc-eef8-4458-8f65-4bff225e2d55,1,True
516ede83-8b64-427e-a78b-400b4d18f6db,1,True
7f1bb317-d229-45f9-8fee-40d7c7adf6b7,0,True
c27c6495-b594-4ebc-b6d2-2922eabf5f07,0,True
c28bf5b7-2d2b-43a9-afe3-7c92d961e140,1,True
e99b0e1a-aa91-4498-bd12-be63d97d0aeb,3,True
9981e988-a667-4838-aaaa-484ac5e64408,0,True
e9dc7d32-23eb-4ba0-81f3-a516d6615694,4,False
4aaab8cf-2980-43cd-a663-3d1c8550b84f,1,True
a7c8dc02-9807-45f7-81cb-153239c05f48,7,True
f229b949-9f05-4443-bcb9-90203947627a,0,True
dc5d4b3e-a91b-4d1f-b851-f3e8b0760e57,1,True
060abdd4-0689-4cd5-9dfd-6aa6b1c2043a,0,True
57b9d424-b489-40d2-90e8-db8bf225e1ba,2,True
7f10a294-9da0-41c0-b4e2-58fef3b9679c,1,True
1f37b2b0-c3fa-4a91-9bf4-f998df5aa8fb,16,True
40bcdcff-3d59-445d-bec7-eec05136d973,3,False
becbfff4-d9dd-43b5-b7ce-3a2052190c3d,2,False
6a86192a-031f-4a7d-9acd-e023e29ab1b1,2,False
0066ed03-40fd-4035-989d-523cfa87c710,2,True
f93dbf30-8570-48d5-b74f-645bea88ee91,0,True
98a7bc8a-97e6-475a-be37-f1b5038a50f8,3,False
1aa97dbf-3f7d-431c-aa98-265aba503889,0,True
b36626ea-ee63-4ca6-9e33-6a2227a14d47,1,True
df330458-56e6-44f5-8401-4f613e381eea,1,True
9009d89c-f228-4de9-b8dc-2c37069cbfaa,2,False
60c15f57-bec8-44c9-ae88-2be3cf687397,2,True
2a3963a0-363f-47be-9477-5d48fad244d5,0,True
f2dd8fc5-de65-4e58-93a2-9de962dc9e45,1,True
01bc9e66-b547-4b6f-9f9e-9da47351a1e3,7,True
7cfbe7d0-bb48-4197-9854-0ebb3e7e667c,7,True
397ce908-cd17-441b-8d10-caed2ccc31d8,1,False
bb948da0-05a9-4d63-9e82-1428d43a1aba,0,True
d4e3e876-ed3a-4dbd-9832-d0d76b06a515,2,False
f59f7a42-fed7-41a1-8d75-acff8686b0ee,0,False
9d786cf8-9fbf-4e3e-8efb-8a35e5934dfc,1,False
036f59a4-a1dc-4fb9-b54f-647a5275b5e0,1,True
f8f57d0f-5462-40a9-87f9-05d3de8ee29c,0,True
38e1405b-bb9a-4468-b66d-9149430d778b,1,True
b56a0177-2689-4218-a646-0db52690a52b,2,True
def78965-459f-42b9-b9f1-78faf21779b6,2,False
ee2319e2-4da0-4561-b369-e22cea9ce5b4,1,True
d6d4a057-f04d-4fdc-a2d0-ac61277b2f92,2,True
33f3f2bb-a2f4-463e-8b0d-44f2fe5b7782,1,True
58d8d54a-064a-4856-9921-6e58b325b5ec,0,True
268169b0-172b-4d37-b113-d24ecd93e67f,5,False
903d5d3d-72d4-4144-948b-0d515d49e923,1,True
ee969689-6120-4532-aa8d-f5e51d882b3c,0,True
fd217ec6-d7b5-42bf-b9d0-104800cb67e6,2,True
99d8af0c-67d2-4a7b-a690-19b0e4fa2aab,1,True
b68b873c-7d18-4e36-9238-9926d197cfc1,1,False
da116372-fcf4-4a38-b8d1-efc72e3eb452,2,True
7da96f94-c382-4788-b45e-1a5f51114a63,23,True
8e8cff56-328b-4177-97cf-9c55112a9d7a,2,False
2aa579c7-8543-4462-bfbd-e5f77c191ace,0,True
2075c207-7f65-4d5e-acbb-7b34ba069a6b,0,False
d9432d4d-70e6-4703-a895-25ad78f6e25c,1,True
00970157-dcff-4519-841f-46a66c25b010,10,False
06253980-cede-48cd-9770-d40e3795ddf9,2,False
7f359446-83a3-42fa-bebf-b5edd6c6054a,0,True
d79649f8-047b-463e-a44f-7c8ed330f7c2,0,True
13cb85b3-2175-4f6c-93ce-fdfa28b0f9a8,1,True
44f0a1a7-a9a5-4ed6-a279-c02dfe46961f,1,True
c931568b-13ae-489f-aa94-ff92f85c5a13,1,True
85ffbf2e-9c89-49e3-a360-4ded286e92e6,1,True
bdc922c3-918e-4f96-942b-57e820622b50,1,True
267d3c22-ee86-4d2f-87e0-58aef8c1583b,1,True
23f5af39-b50e-4dd2-9bbb-2cd7fa580067,0,True
976a3472-8e87-453b-8781-9560fd42014f,0,True
a1fe0970-d29d-4cd8-8efa-30799aa2c11e,14,True
fd853e58-40d7-44ce-bbb9-9bd70ddde4f1,0,True
f5aeccc6-76b4-4e4b-a26b-c9b614327a5c,0,True
17a05bc4-1ed1-41fa-b35c-f49d3550a37f,1,True
9a64b0fa-93a2-42af-88a3-911e0b22c3d4,2,False
2250958c-73eb-4f52-aae2-237994806cf8,1,True
2c63a50c-73fc-4547-887c-3b6480765299,1,False
91c143bf-17e5-42e9-b30f-f1431354c8fe,2,False
54ecc7d1-fd95-411c-8a72-a524874ddab2,3,True
572ef125-b2b6-4df0-b87f-db315eced896,2,True
3c0915a7-0602-4f00-bbde-7fab9dfd1b42,1,False
a129e2a2-381f-4ee2-a103-681ba3098b86,1,True
1c2cbfae-f357-4e2f-9517-55e1e4600f8f,9,True
efddc00d-a6bf-4aee-8da8-6a7bc11a1f9c,3,False
a8ae6cf2-9924-4f92-82e0-515c22e79bc5,0,True
eece59e8-9bdd-406f-918a-266af11cd510,1,True
a0c0e49b-1f51-4007-b5e2-39d262d89a97,0,True
96981b05-8149-440b-9f98-4fbed6c0c021,3,False
ef8d81f2-c746-4f08-8750-3761f41ccc7b,1,True
5010cb30-27a5-4b4a-bcf9-8b994591370c,2,False
0976d154-ad97-4a28-9a77-e68d16ae0a61,2,False
4cb29c50-33a2-4b45-b0eb-e9aed249c2d7,0,True
422926f7-3655-4b51-9b93-72620dedcf2e,1,False
9d414d1d-62e8-4b6b-b102-f81af3fefdbe,1,True
f0697765-45a2-46d5-ae28-a1c0f003d1c2,0,True
89f651f4-8c37-4b90-9b53-9c2b515dc409,0,True
e8db94a4-020a-4c5a-abed-8a1ff5bd4e44,0,True
437757a8-9f7b-4b45-a68f-488450bac02a,0,False
6e5c121b-fd70-4987-b686-baf64eb1ae60,1,False
f84ca2bb-98d7-4c8f-8110-0f6722fc0bcc,0,True
62c256f3-8ebe-4d47-a659-d0a7e5477847,3,True
5331d699-c428-4d74-b68e-def0b3b48b99,0,True
7d513eb6-7471-465d-bd1b-d2f382da8154,1,False
f01b0066-9966-4949-89fa-37ff0291a750,1,True
9d6d0ab4-07a4-4463-a0e0-feb4cf09d825,1,True
8eb36e21-19a5-4b02-a083-6aa08daaf11f,1,False
2df59836-252d-43c8-849e-e553d8e52a1f,2,False
6a4634b3-0b14-4f80-bf4f-ffa10bfd64da,2,False
e1e7de44-a4fb-4d7f-a5e2-0715c2d02f33,1,True
bcb85d4f-48d5-4fbd-9a00-091eb0b7e166,9,False
96ed4e3e-b3c6-44f4-b02b-cf09449886a5,0,True
2d7b801a-443f-4249-bb1a-f37d66ed7776,1,True
595b560a-68d5-4b41-bf52-cac9f3841bcd,2,False
3cfd61c8-2c97-4485-a088-bcb224026eeb,2,False
250cfe9e-7c28-4956-9733-955341537d93,1,True
317a5636-3d0e-4b92-babb-3f40da877469,2,True
923eae9f-0568-4a1c-a1a6-9957fb320ea2,3,False
260a6625-a1f7-41d7-9a3e-b028ed50b36b,1,False
a6a5ab0f-27f0-4170-8458-dbe88769cabd,2,False
efedf9c7-4b3f-4ed9-9489-8795557fe20d,1,True
b7958420-fb71-49a1-bf8e-e9f845c885c0,0,True
2c84be1c-9d8b-48b7-883b-cd49d6db4c46,0,True
0dc7f33b-59cb-4ab4-b639-432283860052,0,True
9ff1fec5-d8e7-4c18-a9c2-83779491ee22,1,True
dbf31cf8-9b00-42f2-8a13-3f77cd3e6237,0,True
423fdb68-e229-4405-b9b4-83c82de88149,1,True
e2c337e2-8390-44a9-b58c-3365f01ef04f,1,True
77b739cc-fcb0-445e-8638-f537abba5f75,2,False
28f5afd7-d208-4759-b626-52b58c31ce83,1,True
68f5b9b0-380f-4788-a3d9-1901c96088c0,3,True
3edcb160-9edf-4c01-956e-f008726be984,2,False
14ce45ce-aca6-4b16-bb45-6b5b92a7ba6d,1,True
f3f14d7a-fc9d-4801-8b05-8f6a185bccee,2,False
1df91554-1945-4172-8527-e76c0a2d36ad,0,True
48bc0e76-1f3e-4baf-ad90-2a332707268d,1,True
bb7b57f5-ca05-46ba-8ac1-75f193aceeb5,2,True
49001055-837c-43b8-90fe-4db63c2045d1_domain2,1,True
6e954f35-eec4-428d-9c26-c57deb3bcdeb,2,False
d54be20c-411a-4a3c-a4b1-c4e3f8b1ab90,1,True
c31292ab-74b3-410d-b863-5907665be9ed,0,True
fbf452ac-69be-46df-bc5f-cb683279d49d,0,True
84c3e082-424c-4845-994a-a18dabe5e0a7,1,True
173ed863-e420-4a22-8030-46bd96d78cc8,0,True
c5d01479-5a41-428f-92f4-cf041f423909,6,True
80770a33-79c3-4404-b2f7-5d4339787bde,2,False
8c1f87b1-4cb8-49ab-93c5-d588e8718d3c,5,False
68a7203a-6cfa-4856-a48c-7940c0b9f985,1,True
7bcfef93-1297-43a4-b31f-76346ef20aa8,1,False
7b874989-ae6c-42ce-81e8-674618a8a742,1,True
e2de975e-597c-4f9f-a927-c863e89fa52b,0,False
4af7ab6d-4583-47ad-b611-c9665439fee5,1,True
047777b2-037d-40f4-82c6-b6a018406252,0,False
ef0c61fa-9158-4ce3-b54b-6bfc22c33ba6,1,True
72534855-528f-40a9-9f43-f43ef6db3e42,10,False
8ad928c2-d7cc-4b31-81ec-57854c10b502,0,True
d106fe1d-6394-4570-9a0e-f73d42f91e19,2,False
1e1f59b4-3f2a-437f-935b-7d790c388944,3,False
df233aa9-b654-4fb4-aac4-fdeab994d515,1,True
f8d38abe-5db0-4b6e-a945-2bbb3bd337b1,2,False
a2a786e2-b2a1-4b1c-a4e7-d8c658970436,3,False
fa179dcd-aee7-4918-ada7-a8195dc43e9d,0,True
f44053f1-1c6e-48c2-9599-4238aaf89f3d,3,True
b55f3b3e-0e7d-421c-9f33-771ffe3e870a,7,True
33fbe173-25f0-4d46-967f-12032b55e5b3,0,True
68289265-920f-436e-92ea-4055e0334ca9,1,True
19cf602e-c1cd-4751-8a92-8fca8c54cf21,6,True
9c7a7d75-5c10-4d5e-ac17-8552b91e2288,1,True
9296ce74-7475-4234-9aba-67e07f216b25,1,True
e8728705-ec05-42ef-8f2a-f68b68921b0d,2,False
eb4213ae-daf8-4544-9c37-fc79df545278,2,True
4237e2f3-54ee-4469-a71c-389fd6b13ed0,0,True
cf6d0835-556c-413d-b294-85cd63715e2c,3,False
2b8e53fd-d748-4941-bb48-7abf5983a513,0,True
861a41f2-da6e-4597-90d7-b94109959df8,0,True
795111fe-9a1e-449e-a8b9-8b35d68b198c,1,True
06d88492-dd4b-4cb8-887e-fd8e491caf05,5,True
77d3b7be-662c-4b40-b6e1-742b23e746b8,1,True
3927a44b-43aa-46fd-a7fc-3458c879e80e,2,False
89c03e1a-e258-492b-856e-cd5ea5f5bf73,12,False
bfbc1efe-f78e-4397-8d33-39bf798f0128,2,True
28bb5c03-b038-4ce0-b89e-3ea694fbe838,0,True
a4f4c65b-cd78-439f-9101-8f3c21850d73,0,True
cb3a90c2-e8fa-412f-9ecb-bd3ee8401d1c,0,True
b6941519-38a5-4dc1-8ed7-16f395eeac37,1,True
3f0fcbbe-7912-46e9-a6c5-f6ea296e4279,0,False
e6f60357-efb9-4921-8879-9c22ca43e18c,1,False
7c46d85a-92d3-4d3d-b75b-4fd704fd4628,0,True
c02a9975-51d4-4618-8bbe-394de9bb9022,16,False
1b6b9372-5333-4e45-aa25-22c27c1b7f6d,1,False
fc0e8fb3-ff5c-4730-95d9-84362919a766,1,True
aea06d77-9557-4545-bf28-60c84e00be2d,0,True
7fba7b45-b2ad-4631-b0bf-6ffc9fcf9840,1,False
3bb8a623-02ae-4517-a22e-bab1c652cd4c,2,True
e5ecd036-656d-4581-a3da-3b4d5d985bc6,0,True
1d472f54-a2af-4cea-a505-45b274a19db1,1,True
512c5907-13c3-485e-9fdd-3bde473cb9bb,2,False
24b2b63b-3991-42c4-b464-3af36bb7233d,0,True
c05d4834-a3e9-43ea-804c-5b6bcab16e6b,1,True
d9927d9e-432a-4781-a7de-0cc1b531d409,12,True
85932bca-8052-4794-bc67-d95c5650a2ad,2,False
0bf9c41f-88db-4175-bef9-72bd5cacfa32,3,False
b002782d-e423-4d40-90e6-eb67a5da5931,2,True
7963eedb-bf33-4f38-b9c7-db4f6003eeb8,2,True
1922220c-fb3e-4a86-8aca-02d1e93bfe82,2,True
fad60c76-d5eb-41fe-89d8-36e1c99777a3,1,False
a2a7b53f-d875-40e9-a9aa-3c8defffe34b,0,True
be07f817-1187-4973-9648-6654bb2fce64,1,True
4281eee1-0783-4ea4-9929-a671c1acbf84,1,True
7cc9891b-9977-4147-9ddb-bcb5c3a8d765,0,True
abcacf6b-23f1-4789-b51b-8d7fd1ad9f8a,0,True
a492f229-9aad-4033-bc49-e2315bf4e038,2,True
035e99e9-4981-4325-b212-1e64b52637af,0,True
b7e39b9c-7e38-4370-8e92-f1203ed0f151,4,True
e80ff751-b17b-4dd4-acd0-c6629bd8361a,1,True
7655d14e-b72d-4dac-a3ff-1dcc875266b0,1,False
1bac661d-5e86-464c-99ca-f90e3dbb884a,2,False
a4b78803-85fc-47a7-b7ce-f926abe5b5e0,1,False
42680605-5ac6-4f92-b65e-21b68bd4e0fb,2,False
16b8541e-cb26-42f7-98e6-5c3e53c2d7db,17,True
521f47e9-1f04-4845-a7d2-6c29fd440da9,2,False
a7a7576e-7f9d-4f44-9704-fe8ddf0c4df7,3,True
e2a7de32-aaf1-4998-a3d0-d526d69e9075,0,True
87263259-8fe9-45f1-98e7-2c08c5f876dc,1,True
79f54f8a-d157-4a13-b02e-754646d14545,1,True
b6767675-51a0-47bb-9ab8-69cf6b2d568b,5,False
b0891040-09b5-40d3-a71b-01725876a604,1,True
04e3407a-f5ba-496b-9d80-027e42413873,0,True
a77f35fd-009d-4d62-a244-deef55c6d014,5,False
b8b68d62-4ddf-4316-bedb-e1e8338cac1c,2,False
bac8d484-795c-4012-abb6-3ed39d6aa511,1,True
66550465-aebd-49a5-9bdd-538eb610179e,2,False
0b885604-c1aa-48cd-9fc7-c6e148b95949,0,True
b33536c1-395c-45e2-b4a5-9b45337c1f60,1,True
012aec8e-8228-494c-8e40-060c5f56120b,0,True
60d5385d-ca64-4bd4-b51f-f1b77ea766c8,0,True
28b846a7-f600-410d-9530-0a658cb1224c,3,True
586647f1-484e-449a-8602-bee8cdaee9bd,1,True
4ed551e6-e606-4f53-8acf-6ee74091ebd0,0,True
fd92f4ca-e311-4514-830f-9ad267c7ff47,8,False
f2279928-8b2b-4e44-a613-9788ff9c8f94,2,True
26dc160d-5519-4b37-a838-3abafa9a88f0,0,True
0a59325d-7c7c-45b7-9843-d471e70785a2,9,False
fd15e9ab-5ba5-482f-a01c-4e0024e858e5,2,True
909e76bd-cb01-47a2-9300-f1b21bf26f32,0,True
1db7f119-5c99-4fcd-9a4f-3653eddf8945,0,True
592d11f2-1b48-474d-92aa-9f6aaf92b612,2,False
a8d1ba36-577f-43b1-ad3d-b04478267b07,1,True
97e59a76-99a5-4a61-b11f-53e6a69aa305,0,True
ca30e5a4-07a3-4542-b128-1a234d385f84,0,True
a92cf9ae-351b-4b65-a448-21e68ff83bec,2,False
7a03b6ee-d1fd-4e5d-8107-9195902859bb,4,False
ebb0863b-d41e-459b-878f-89058aa8dbc7,0,True
718ca55c-0fe9-4a87-940c-4fadc9dc0aef,2,False
116e5645-d136-4940-ab59-61155370bc9c,3,False
7ca23ac3-2818-4855-83db-803a64185885,1,True
eff3e45d-4290-4de0-9e48-d93f3e0e2329,3,False
13386e97-42d3-4037-ad63-d15fb9586e57,0,False
c1b71402-1f4d-400e-b2b8-9998e3302362,1,True
aa7c2cff-f99c-4c86-9863-e07650a3ce3b,2,False
1d367db1-6fae-43d1-a066-41ec96a1dc98,0,True
be83c40c-c24d-4059-bc5d-085051e60af4,1,True
86fe4527-654c-46a6-9b5a-ba392d908492,2,True
3cb61d2f-50a3-4b0d-9209-437dc3dba5cd,0,True
f586d12c-e6cb-4350-a2eb-aa7d2150a6bd,2,False
f429c703-363f-475c-a6c6-1d5bd5ac4f54,0,True
9bfdc32e-c95f-41a4-9420-91046a720e6c,0,True
848a1b8f-6007-4d9b-9422-e1c731a120cc,3,True
a81df68b-3803-416f-8a3c-3dbdd31d11ba,17,True
4885ad58-a295-4297-927c-543ac223d470,2,False
fdb13c72-256d-4b83-8eab-a17ffaa86fa6,2,False
eebac6d6-984f-401a-ade5-0249980eaa7c,0,True
ac525aba-2a7f-40f3-a707-5a98a508324a,0,True
0f371462-b0d6-4f32-ba90-ae2efca09f6c,1,True
7cf8b4aa-ed12-4651-9f9e-05feb0854c70,0,True
945aad5d-cec9-4216-b069-0076a00c63ed,2,False
bbf8a170-6fda-408c-9f34-ecb02979012b,1,True
21861ba4-e1d6-440f-be26-0bfa90651bec,2,True
7e1d1467-87a9-438a-9271-45bdaebf697b,0,True
5595cf4b-9204-4b38-8346-20d7c1e5564a,1,True
c349c80f-1d47-4920-bc92-839362b53ce0,1,True
c87867ae-b0c6-4f9c-b130-6c6b795a567f,1,False
8a637b05-7570-495d-8ac7-373236bf2b47,1,True
4b36211c-c18d-4957-a4af-2964050d0639,0,True
9fde4edd-d349-4141-8311-b6fb75634eb3,1,True
e3a01984-be95-4f9c-a089-2456a71e3a60,0,True
e347bf7d-ceec-4a46-a927-2b0cc22bda5b,1,True
5fd13a10-691e-491e-ac34-e4ba36c99af9,1,False
2212ba64-5536-48d5-9915-981d7a8b586b,2,False
0c67d776-3c67-4025-9f14-f6fb3ae62bfe,18,True
868216b1-c59a-4bc3-8554-5e9cbaa4b034,4,False
8493f6ca-f8e6-4c48-b3be-8474ba4acd4e,1,True
310ea8c8-ad1c-4d34-a416-71861f4a1cc8,0,True
b329b5b4-336d-4777-91d2-84bb6952a7a7,1,True
c2d5b3e6-8df3-407b-9340-94c412bbbd39,1,True
aa2f11f6-b3eb-4795-aaf4-f2aa227bcf4f,2,True
f71633f6-74d6-4da6-baef-0b2d396ee0f6,0,False
9c13216e-2833-4730-86bb-e43cdbe43311,1,True
27ff3d37-b849-4a46-ba1c-bc8961c7d0b6,9,False
57a7b6dc-dc16-456f-936d-f2549f054600,7,True
c3e725ca-0dbc-4022-a57f-05939eb61656,0,True
5cede53c-746d-4e93-908a-5fb12a378d61,0,True
a1454b36-3eff-4fea-91e3-3da1fa7cb818,1,True
79ad229a-8b2a-4e30-8165-e4d491e1df25,0,True
a9477ba6-6e17-4753-b1ba-6efed73acbd2,1,False
4c6e42f2-7a92-4fe4-9e47-77d3402c71b6,1,True
b7ebdae6-4c5e-4346-87e6-d4bda8bc7ca7,1,True
78499e09-b2b3-4ec1-9cf2-c0cec2169730,5,False
c38a3472-e544-49f3-a81d-8f68485ff927,1,True
6115ee77-c9fd-4c6b-8c37-b4a087a999d2,1,True
e4500e3e-bdc3-4645-bd52-b0f6ce822614,1,True
40e4a91f-0a01-459e-9430-4bb2f0a87b2d,2,False
be9fd93a-4316-480e-ae92-5b6ec50837dd,0,True
c5c7bf43-5f8c-43e3-9472-297111599db8,14,True
7d606341-7ed6-4eb0-998c-9e61ca624c6a,1,True
b52760eb-aeaa-4ce3-bcbf-2814a8808718,0,True
e7487bf0-ac78-494c-8a46-40a500bd3752,1,True
8d1c0e43-277a-4ee9-b188-70154c32425f,0,True
4d5fecca-912e-4976-af4b-479ca3a12d01,2,False
d577f6f1-3522-4162-b2a8-b18740fe7e28,1,True
37baefd6-7a5d-4851-a618-189333e594ca,0,True
64a2952a-ef63-423f-9528-0de52a3daeb5,5,False
1592e75f-08cb-4b33-bcba-1768c60bb4c7,1,True
c0dbf173-498f-4cda-9142-3768914d62aa,2,False
6205b523-005f-442e-a828-c90ed42fc775,0,True
a8cddcdb-6900-4557-b23f-38f38ce1ba59,2,False
957d9e92-5802-4faf-9781-b08bc314d909,1,True
ef657aae-4d73-4092-b181-7b5081c1d110,1,True
f77e1523-58d6-4772-a03e-cf1f5b902c39,1,False
7c66bf9c-b068-4d5a-aff0-a7bb5ede86a2,3,False
faf0a749-d057-445e-b8ba-0c696e13a86e,2,True
f51ce373-2b21-4d44-a07d-39dca38d6332,1,True
4cba3123-afbc-4234-9a01-487c0cb23c6c,15,False
70b0b0ae-5f2b-49a2-9127-54c244d97dad,1,False
2af43d08-61f4-48e4-820b-cb627f97c95b,1,True
d4b147c5-7123-4e3e-b3a4-3b2555e40ee2,2,False
1dade001-09b2-4d4d-97c1-422f539e82b1,1,True
6a38a3dd-36c1-4b1e-b5ae-9a6c56114be7,2,False
75122255-0be8-4c46-bec4-a491b29b243d,2,False
b58382c4-b42a-4cf9-930a-0afbdd964494,1,True
c7d9ad27-8e92-489d-8e6f-8c3654ebc5bb,1,False
7109b8a3-85a9-4242-961c-d979ff52b194,1,True
31bb7151-5c88-47bf-b002-7a3d71383da9,2,False
261e7d8a-320c-4529-a72b-dea95c094bbb,0,True
b6f6a0ec-078a-4731-8663-ae64a94d981e,0,True
fc077e3c-5c77-413a-94a7-5ad4448c032e,2,False
8d725195-140d-4f5d-b75e-067f90c8bab9,3,False
2d9fe7a9-0492-4971-9ab2-7ed10e09b00c,6,True
afa49285-24ae-4aaf-a347-9f94926b404a,2,False
5317b62f-2a52-43a2-a2ef-89f8cfc40d18,1,True
d13b5c21-3e29-4430-8ead-b39d27615d31,1,True
20397945-cae6-46dc-94ab-d69523bed9b2,0,True
20671f2b-69be-464e-9ecb-bc1e1a8760c4,1,False
75631093-e6ec-4e59-85a6-546003faa7fa,0,True
c8a191f7-08d8-4bb5-b9ae-c4bfd6093df6,1,False
3a68c0e0-166b-4d9b-a1d1-d0fc1861bf8a,2,False
eec76055-2800-4b4b-a4a7-05b582996923,1,True
3e80a1a2-6b41-458c-8527-5cca5f1457a4,1,False
9e993a59-d344-4784-aa79-1394ccb85482,2,False
89914977-e2b8-4ecf-97c8-34d98abf04d1,2,False
091e43c3-6a0b-4749-94c5-f262aa2fa08d,2,False
1b241aa8-0d26-4ec0-ab4d-f01c5a5070f3,2,False
5ac1d287-04fe-4668-b7f0-b9c772d282c9,1,True
c16922ce-637f-4bf2-9e06-b5bc0aebc3d7,1,True
1205b346-8666-4a49-8a1d-7eee697b61f2,8,False
5e82841e-f7c8-4170-b4cd-5b63440e7f13,3,False
7d264212-52b3-4576-9a6a-63283ba44179,3,True
faeae4e3-a7a5-4175-ab70-9a62bbd59fc2,1,True
e1d67be1-99ed-4bd6-8c25-26b1e73e9e17,0,True
d325c9d3-123b-43f8-8a68-74f5c886b59e,0,True
b50b7ee9-ea94-457b-980a-b1df491ba2a8,5,False
f2c3d0bb-3f75-43cb-b75e-1e1ffec2f8b1,2,False
c4c783fa-78ff-46e2-ac62-f48dcf62283e,5,True
382cc6c9-318b-4a91-b8db-79c912fa9edb,4,False
24ed8576-066c-4b77-98b9-7ac7e0b6d03b,1,True
